0 0 200.036133 0.000656 -0.000344
1 0 200.036100 0.000656 -0.000446
2 0 200.036117 0.000656 -0.000393
3 0 200.036156 0.000656 -0.000411
4 0 200.036185 0.000656 -0.000400
5 0 200.036208 0.000656 -0.000403
6 0 200.036226 0.000656 -0.000400
7 0 200.036241 0.000656 -0.000399
8 0 200.036253 0.000656 -0.000398
9 0 200.036263 0.000656 -0.000397
10 0 200.036270 0.000656 -0.000397
11 0 200.036276 0.000656 -0.000396
12 0 200.036279 0.000656 -0.000396
13 0 200.036282 0.000656 -0.000395
14 0 200.036283 0.000656 -0.000395
15 0 200.036284 0.000656 -0.000394
16 0 200.036283 0.000656 -0.000394
17 0 200.036283 0.000656 -0.000393
18 0 200.036282 0.000656 -0.000393
19 0 200.036282 0.000656 -0.000393
20 0 200.036281 0.000656 -0.000393
21 0 200.036281 0.000656 -0.000393
22 0 200.036281 0.000656 -0.000392
23 0 200.036282 0.000656 -0.000392
24 0 200.036283 0.000656 -0.000392
25 0 200.036284 0.000656 -0.000392
26 0 200.036287 0.000656 -0.000392
27 0 200.036290 0.000656 -0.000392
28 0 200.036293 0.000656 -0.000391
29 0 200.036297 0.000656 -0.000391
30 0 200.036301 0.000656 -0.000391
31 0 200.036306 0.000656 -0.000391
32 0 200.036311 0.000656 -0.000391
33 0 200.036315 0.000656 -0.000391
34 0 200.036320 0.000656 -0.000391
35 0 200.036324 0.000656 -0.000390
36 0 200.036328 0.000656 -0.000390
37 0 200.036331 0.000656 -0.000390
38 0 200.036333 0.000656 -0.000390
39 0 200.036333 0.000656 -0.000389
40 0 200.036331 0.000656 -0.000389
41 0 200.036328 0.000656 -0.000389
42 0 200.036321 0.000656 -0.000388
43 0 200.036312 0.000656 -0.000387
44 0 200.036300 0.000656 -0.000387
45 0 200.036283 0.000656 -0.000385
46 0 200.036262 0.000656 -0.000388
47 0 200.036236 0.000656 -0.000378
48 0 200.036199 0.000656 -0.000396
49 0 200.036133 0.000656 -0.000344
50 0 200.036100 0.000656 -0.000446
0 1 200.036022 0.000656 -0.000253
1 1 200.035982 0.000656 -0.000355
2 1 200.036000 0.000656 -0.000302
3 1 200.036037 0.000656 -0.000319
4 1 200.036065 0.000656 -0.000309
5 1 200.036087 0.000656 -0.000311
6 1 200.036105 0.000656 -0.000309
7 1 200.036120 0.000656 -0.000308
8 1 200.036131 0.000656 -0.000307
9 1 200.036141 0.000656 -0.000306
10 1 200.036148 0.000656 -0.000305
