0 0 1.000115 -0.118180
1 0 1.000113 -0.118310
2 0 0.999943 -0.117101
3 0 1.000003 -0.116788
4 0 0.999982 -0.116255
5 0 0.999994 -0.115911
6 0 0.999991 -0.115562
7 0 0.999994 -0.115279
8 0 0.999994 -0.115024
9 0 0.999995 -0.114805
10 0 0.999996 -0.114614
11 0 0.999996 -0.114448
12 0 0.999997 -0.114304
13 0 0.999997 -0.114180
14 0 0.999997 -0.114072
15 0 0.999998 -0.113978
16 0 0.999998 -0.113897
17 0 0.999998 -0.113826
18 0 0.999998 -0.113765
19 0 0.999998 -0.113711
20 0 0.999999 -0.113664
21 0 0.999999 -0.113623
22 0 0.999999 -0.113586
23 0 0.999999 -0.113553
24 0 0.999999 -0.113524
25 0 0.999999 -0.113498
26 0 0.999999 -0.113476
27 0 0.999999 -0.113457
28 0 0.999999 -0.113441
29 0 0.999999 -0.113430
30 0 0.999999 -0.113423
31 0 0.999999 -0.113422
32 0 0.999999 -0.113428
33 0 0.999999 -0.113441
34 0 0.999999 -0.113464
35 0 0.999999 -0.113499
36 0 0.999999 -0.113548
37 0 0.999999 -0.113613
38 0 0.999998 -0.113699
39 0 0.999998 -0.113808
40 0 0.999998 -0.113944
41 0 0.999998 -0.114114
42 0 0.999997 -0.114322
43 0 0.999997 -0.114579
44 0 0.999994 -0.114881
45 0 0.999997 -0.115270
46 0 0.999986 -0.115679
47 0 1.000007 -0.116316
48 0 0.999948 -0.116768
49 0 1.000115 -0.118180
50 0 1.000113 -0.118310
0 1 1.000115 -0.118182
1 1 1.000113 -0.118314
2 1 0.999943 -0.117108
3 1 1.000003 -0.116797
4 1 0.999982 -0.116266
5 1 0.999994 -0.115925
6 1 0.999991 -0.115579
7 1 0.999994 -0.115298
8 1 0.999994 -0.115045
9 1 0.999995 -0.114828
10 1 0.999996 -0.114637
11 1 0.999996 -0.114472
12 1 0.999997 -0.114328
13 1 0.999997 -0.114204
14 1 0.999997 -0.114095
15 1 0.999998 -0.114001
16 1 0.999998 -0.113918
17 1 0.999998 -0.113846
18 1 0.999998 -0.113783
19 1 0.999998 -0.113727
20 1 0.999999 -0.113677
21 1 0.999999 -0.113633
22 1 0.999999 -0.113593
23 1 0.999999 -0.113557
24 1 0.999999 -0.113525
25 1 0.999999 -0.113496
26 1 0.999999 -0.113471
27 1 0.999999 -0.113448
28 1 0.999999 -0.113430
29 1 0.999999 -0.113416
30 1 0.999999 -0.113407
31 1 0.999999 -0.113403
32 1 0.999999 -0.113407
33 1 0.999999 -0.113419
34 1 0.999999 -0.113441
35 1 0.999999 -0.113475
36 1 0.999999 -0.113523
37 1 0.999999 -0.113589
38 1 0.999998 -0.113675
39 1 0.999998 -0.113784
40 1 0.999998 -0.113922
41 1 0.999998 -0.114094
42 1 0.999997 -0.114304
43 1 0.999997 -0.114563
44 1 0.999994 -0.114867
45 1 0.999998 -0.115259
46 1 0.999986 -0.115671
47 1 1.000007 -0.116311
48 1 0.999949 -0.116767
49 1 1.000115 -0.118182
50 1 1.000113 -0.118314
0 2 1.000115 -0.118186
1 2 1.000114 -0.118321
2 2 0.999944 -0.117118
3 2 1.000003 -0.116810
4 2 0.999982 -0.116282
5 2 0.999994 -0.115943
6 2 0.999991 -0.115599
7 2 0.999994 -0.115320
8 2 0.999994 -0.115068
9 2 0.999995 -0.114852
10 2 0.999996 -0.114662
11 2 0.999996 -0.114497
12 2 0.999997 -0.114353
13 2 0.999997 -0.114228
14 2 0.999997 -0.114118
15 2 0.999998 -0.114023
16 2 0.999998 -0.113938
17 2 0.999998 -0.113864
18 2 0.999998 -0.113799
19 2 0.999998 -0.113740
20 2 0.999999 -0.113687
21 2 0.999999 -0.113640
22 2 0.999999 -0.113597
23 2 0.999999 -0.113558
24 2 0.999999 -0.113523
25 2 0.999999 -0.113491
26 2 0.999999 -0.113462
27 2 0.999999 -0.113437
28 2 0.999999 -0.113416
29 2 0.999999 -0.113399
30 2 0.999999 -0.113388
31 2 0.999999 -0.113383
32 2 0.999999 -0.113385
33 2 0.999999 -0.113395
34 2 0.999999 -0.113417
35 2 0.999999 -0.113450
36 2 0.999999 -0.113499
37 2 0.999999 -0.113564
38 2 0.999998 -0.113651
39 2 0.999998 -0.113762
40 2 0.999998 -0.113901
41 2 0.999998 -0.114075
42 2 0.999997 -0.114287
43 2 0.999997 -0.114549
44 2 0.999994 -0.114856
45 2 0.999998 -0.115250
46 2 0.999986 -0.115665
47 2 1.000007 -0.116309
48 2 0.999949 -0.116768
49 2 1.000115 -0.118186
50 2 1.000114 -0.118321
0 3 1.000115 -0.118192
1 3 1.000114 -0.118331
2 3 0.999944 -0.117130
3 3 1.000003 -0.116825
4 3 0.999983 -0.116300
5 3 0.999994 -0.115963
6 3 0.999991 -0.115621
7 3 0.999994 -0.115343
8 3 0.999994 -0.115092
9 3 0.999995 -0.114877
10 3 0.999996 -0.114687
11 3 0.999996 -0.114522
12 3 0.999997 -0.114378
13 3 0.999997 -0.114252
14 3 0.999997 -0.114141
15 3 0.999998 -0.114043
16 3 0.999998 -0.113957
17 3 0.999998 -0.113881
18 3 0.999998 -0.113812
19 3 0.999998 -0.113751
20 3 0.999999 -0.113695
21 3 0.999999 -0.113645
22 3 0.999999 -0.113599
23 3 0.999999 -0.113557
24 3 0.999999 -0.113518
25 3 0.999999 -0.113483
26 3 0.999999 -0.113451
27 3 0.999999 -0.113423
28 3 0.999999 -0.113400
29 3 0.999999 -0.113381
30 3 0.999999 -0.113367
31 3 0.999999 -0.113360
32 3 0.999999 -0.113361
33 3 0.999999 -0.113371
34 3 0.999999 -0.113392
35 3 0.999999 -0.113425
36 3 0.999999 -0.113474
37 3 0.999999 -0.113540
38 3 0.999998 -0.113628
39 3 0.999998 -0.113740
40 3 0.999998 -0.113881
41 3 0.999997 -0.114057
42 3 0.999997 -0.114271
43 3 0.999997 -0.114536
44 3 0.999994 -0.114846
45 3 0.999997 -0.115243
46 3 0.999986 -0.115662
47 3 1.000007 -0.116308
48 3 0.999949 -0.116770
49 3 1.000115 -0.118192
50 3 1.000114 -0.118331
0 4 1.000115 -0.118201
1 4 1.000114 -0.118343
2 4 0.999944 -0.117145
3 4 1.000003 -0.116843
4 4 0.999983 -0.116320
5 4 0.999994 -0.115985
6 4 0.999991 -0.115644
7 4 0.999994 -0.115368
8 4 0.999994 -0.115118
9 4 0.999995 -0.114902
10 4 0.999996 -0.114713
11 4 0.999996 -0.114547
12 4 0.999997 -0.114402
13 4 0.999997 -0.114274
14 4 0.999997 -0.114162
15 4 0.999998 -0.114062
16 4 0.999998 -0.113974
17 4 0.999998 -0.113895
18 4 0.999998 -0.113824
19 4 0.999998 -0.113759
20 4 0.999999 -0.113700
21 4 0.999999 -0.113647
22 4 0.999999 -0.113597
23 4 0.999999 -0.113552
24 4 0.999999 -0.113510
25 4 0.999999 -0.113472
26 4 0.999999 -0.113438
27 4 0.999999 -0.113407
28 4 0.999999 -0.113381
29 4 0.999999 -0.113360
30 4 0.999999 -0.113345
31 4 0.999999 -0.113337
32 4 0.999999 -0.113337
33 4 0.999999 -0.113346
34 4 0.999999 -0.113366
35 4 0.999999 -0.113400
36 4 0.999999 -0.113449
37 4 0.999999 -0.113517
38 4 0.999998 -0.113606
39 4 0.999998 -0.113720
40 4 0.999998 -0.113863
41 4 0.999997 -0.114042
42 4 0.999997 -0.114258
43 4 0.999997 -0.114526
44 4 0.999994 -0.114839
45 4 0.999997 -0.115239
46 4 0.999986 -0.115661
